	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
733	http://www.ebay.com/itm/SALE-New-Kindle-8-E-reader-6-Wi-Fi-4GB-model-Amazon-eBook-reader-FREE-SHIPPING/263252507290?hash=item3d4b127a9a%3Am%3AmYuK9a6WTE9_DogEQTUUQOA&var=	$112.00 to $134.00	"New ListingSALE New Kindle 8 E-reader 6"" Wi-Fi 4GB model Amazon eBook reader FREE SHIPPING"	https://i.ebayimg.com/images/g/sFwAAOSwwo1XeCch/s-l400.jpg	New		Amazon	4GB			Does Not Apply			None	eBook Reader	USB 2.0			6in.														Kindle 8																																																																																																																																																																																																																																																																																																																																						
734	http://www.ebay.com/itm/Motion-Computing-J3400-Core2Duo-1-4GHz-4GB-120GB-HD-WXGA-Display/263205503714?hash=item3d484542e2%3Ag%3A7jIAAOSw8gVX8Epm	$199.00	Motion Computing J3400 Core2Duo 1.4GHz 4GB 120GB HD WXGA Display	https://i.ebayimg.com/images/g/7jIAAOSw8gVX8Epm/s-l400.jpg	Used	Sound has issues and does not work correctly, but does not effect the Tablet's good working condition.	Motion Computing	120GB Hard Drive		4GB	Does Not Apply	1.4GHz	Does not apply	Wi-Fi	Tablet	Bluetooth, USB	Windows 7	Bluetooth, Built-In Rear Camera, Integrated Speakers, Touch Screen	"12.1"""	Not Applicable	1280x800	Stylus											J3400			Black												Not Applicable												Intel Core2Duo																																																																																																																																																																																																																																																																																																											
735	http://www.ebay.com/itm/NEW-Q8-PRO-Android-4-4-tablet-HOT-7-inch-HD-best-buy-32-GB/291913169416?hash=item43f7617a08%3Ag%3AjY4AAOSwCGVYA9Tg	$69.99	NEW Q8 PRO Android 4.4 tablet HOT 7 inch HD - best buy - (32 GB)	https://i.ebayimg.com/images/g/jY4AAOSwCGVYA9Tg/s-l400.jpg	New		Q8 pro			512MB	CE0292B				Tablet		Android 4.4.X Kit Kat		7in.		800 x 480															Black																																																																																																																																																																																																																																					Supports an external TF card up to 32GB	ARMV7	Front: 0.3mega pixel, rear: 0.3mega pixel	Supports 3D games	Audio: 8 hours, Video: 2.5 hours	Wi-Fi																																																																																									
736	http://www.ebay.com/itm/Samsung-Galaxy-Tab-3-E-Tablet-SM-T217S-16GB-Wi-fi-4g-Sprint-7-Android-Free-Ship/253192969099?epid=1722873964&hash=item3af37a1b8b%3Ag%3AN6IAAOSwqfpZ1m%7EH	$74.99	"Samsung Galaxy Tab 3 E Tablet SM-T217S 16GB Wi-fi 4g Sprint 7"" Android Free Ship"	https://i.ebayimg.com/images/g/N6IAAOSwqfpZ1m~H/s-l400.jpg	Used		Samsung	16GB			SM-T217S			Wi-Fi + 4G	Tablet				7in.	Sprint													Galaxy Tab 3			Black														No																																																																																																																																																																																																																																																																																																																					
737	http://www.ebay.com/itm/LEAPFROG-EPIC-16GB-7-ANDROID-TABLET-EPIC-16GB-540-13995-D/322444265330?epid=901255038&hash=item4b132d0772%3Ag%3AIZQAAOSwSlBYve3E	$72.99	"LEAPFROG EPIC 16GB 7"" ANDROID TABLET EPIC 16GB 540-13995-D"	https://i.ebayimg.com/images/g/IZQAAOSwSlBYve3E/s-l400.png	New other (see details)	This item is new in open box and may have a few light scuffs on it from being in open box. It will come with the accessories as pictured.	LEAPFROG		EPIC 16GB		EPIC 16GB		708431315761																																																																																																																																																																																																																																																																																																																																																										
738	http://www.ebay.com/itm/Apple-New-iPad-Pro-10-5-Wi-Fi-256GB-iOS-10-3-2-Rose-Gold/282593609654?epid=0&hash=item41cbe447b6%3Ag%3AHfsAAOSw2rFZa9Ig	$895.68	Apple New iPad Pro 10.5 Wi-Fi 256GB iOS 10.3.2 - Rose Gold	https://i.ebayimg.com/images/g/HfsAAOSw2rFZa9Ig/s-l400.png	New		Apple	256GB		4GB	Does Not Apply			Wi-Fi	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"10.5"""		1668 x 2224 pixels																												Rose Gold																Does not apply																																																																																																																																																																																																																																																																																																						
739	http://www.ebay.com/itm/Linx-Vision-8-Gaming-Tablet-PC-Xbox-Controller-Dock-32GB-8-IPS-HD-Windows-10/192306641059?epid=19003305352&hash=item2cc65e78a3%3Ag%3AIgYAAOSwubRXFpfy	$235.02	"Linx Vision 8 Gaming Tablet PC & Xbox Controller Dock 32GB 8"" IPS HD Windows 10"	https://i.ebayimg.com/images/g/IgYAAOSwubRXFpfy/s-l400.jpg	New		Linx	32GB		2GB	VISION-8	Quad Core		Wi-Fi	Tablet	Bluetooth, HDMI, USB, USB 2.0	Windows 10	Backlight, Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Colour Screen, Email, Expandable Memory, File Browsing, HD Compatible, Integrated Dictionary, Integrated Speakers, LCD Display, Library Compatible, Media Player, MP3 Player, Sat-Nav, Text-to-Speech Function, Touch Screen, Video Recorder, Web Browser	"8"""		1280 x 800	Xbox Controller Dock											Vision																Black											1.83GHz					3613091688117															1 year																																																																																																																																																																																																																																																																																							
740	http://www.ebay.com/itm/TDD-V101-512-10-1-Android-5-1-Netbook-Quad-Core-1-6GHz-8GB-ROM-HDMI-BT-3-0/112590105072?hash=item1a36e4a9f0%3Ag%3AKhsAAOSwDZtZ1gAH	$89.99	"TDD-V101-512 10.1"" Android 5.1 Netbook Quad Core 1.6GHz 8GB ROM HDMI BT 3.0"	https://i.ebayimg.com/images/g/KhsAAOSwDZtZ1gAH/s-l400.jpg	New		Unbranded/Generic	8GB		512MB	Does Not Apply	Quad Core	Does not apply	Wi-Fi	Tablet/Laptop Convertible	Bluetooth, HDMI, USB 2.0, Wi-Fi	Android 5.0.X Lollipop	Backlight, Bluetooth, Built-In Front Camera, Color Screen, Media Player, Touch Screen, Web Browser	10.1in.	Unlocked	1024 x 600																											Without Contract												1.60GHz					Does not apply																																																		Does not apply																																																																																																																																																																																																																																																				
741	http://www.ebay.com/itm/BDF-KT107-3G-Phablet-10-1-inch-Android-6-0-MTK6580-Quad-Core-1-3GHz-2-32G/112584681222?hash=item1a3691e706%3Am%3AmYRGeIqJ6HwW3oZX0eYr6lg&var=	$89.99	BDF KT107 3G Phablet 10.1 inch Android 6.0 MTK6580 Quad Core 1.3GHz 2+32G	https://i.ebayimg.com/images/g/G0EAAOSw1HxZ0JVG/s-l400.jpg	New		BDF	32GB		2GB	Does Not Apply	Quad Core		Wi-Fi + 3G	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android 6.0.X Marshmallow	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, Media Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																											Without Contract												1.30GHz																																																																																																																																																																																																																																																																																																											
742	http://www.ebay.com/itm/Ultra-Sim-10-1GB-16GB-Octa-Core-Android-7-0-Dual-Cameras-Tablet-PC-BT-WIFI-3G/382215231128?hash=item58fdcd9698%3Am%3AmBocyf41yk_aYcLIXAAn1lg&var=	$91.99	"Ultra Sim 10"" 1GB/16GB Octa Core Android 7.0 Dual Cameras Tablet PC BT WIFI 3G"	https://i.ebayimg.com/images/g/HZUAAOSwKM9Zp7Z2/s-l400.jpg	New		Unbranded	16GB			Does Not Apply								10.1in.																																China																																																																																																																																																																																																																																																																																																																				
743	http://www.ebay.com/itm/Linx-10V64-10-1-FHD-Intel-Quad-Core-64GB-4GB-Windows-10-Tablet-Keyboard-Dock/192315446421?epid=2263100930&hash=item2cc6e4d495%3Ag%3AlXAAAOSwAVxZvR8Y	$215.44	"Linx 10V64 10.1"" FHD Intel Quad Core 64GB 4GB Windows 10 Tablet Keyboard Dock"	https://i.ebayimg.com/images/g/lXAAAOSwAVxZvR8Y/s-l400.jpg	Manufacturer refurbished	Grade A LINX Refurbished, Complete with Original Accessories: UK Mains Charger, UK QWERTY English Keyboard Dock & USB Charging Cable. Tablet PC Has been professionally checked & Restored, will have signs of light use and is Original RETAIL LINX boxed. Backed by a 1 Year Linx Warranty	Linx	64GB		4GB	LINX10V64	Quad Core		Wi-Fi	Tablet	Micro USB, Bluetooth, HDMI, Micro-HDMI, Micro-USB, USB, USB 2.0, USB 3.0	Windows 10	Built-in Keypad/Keyboard, Color Screen, Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Colour Screen, Email, Expandable Memory, File Browsing, HD Compatible, Integrated Dictionary, Integrated Speakers, LCD Display, Media Player, MP3 Player, Text-to-Speech Function, Touch Screen, Video Recorder, Web Browser	"10.1"""		1280 x 800	Keyboard											Linx 10V64																Black											1.92GHz					3896867286681															1 year	4GB																																																																																																																																																																																																																																																																																						
744	http://www.ebay.com/itm/DIGITAL2-10-INCH-BLUE-WINDOWS-PC-TABLET-D2-1014W-BL/292264985413?hash=item440c59c345%3Ag%3A6xMAAOSwCbtZxDYq	$97.99	DIGITAL2 10 INCH BLUE WINDOWS PC TABLET D2-1014W BL	https://i.ebayimg.com/images/g/6xMAAOSwCbtZxDYq/s-l400.jpg	New other (see details)	This item is new in opened box. Will include accessories as seen pictured. Will be guaranteed not DOA!	DIGITAL2		D2-1014W BL	2GB	D2-1014W BL	INTEL BAY TRAIL-T Z3735F	811709020929				Windows 8.1		10in.																	Blue																								1.80GHz																																																																																																																																																																																																																																																																																																											
745	http://www.ebay.com/itm/8-Android-Tablet-PC-Unlocked-3G-Dual-Sim-Phablet-Quad-Core-8GB-WIFI-HD-GPS-IPS/162700011559?hash=item25e1ad2827%3Am%3AmDcusoev7pdiWidklGCgidw&var=	$69.99	8'' Android Tablet PC Unlocked 3G Dual Sim Phablet Quad Core 8GB WIFI HD GPS IPS	https://i.ebayimg.com/images/g/htQAAOSwuLRZ1w7E/s-l400.jpg	New other (see details)	Tablet PC + 2 SIM 3G Unlocked Phone Phablet	Unbranded/Generic	8GB	K0708	1GB	B010006800	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 4.4.X Kit Kat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	8in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
746	http://www.ebay.com/itm/CHUWI-HI10-PLUS-10-8-Tablet-PC-Win10-Android-5-1-4-64GB-8400mAh-with-Keyboard/222598304836?hash=item33d3e49444%3Am%3AmFMi37MwR5oXAVkLb2YQNVA&var=	$185.99 to $214.59	CHUWI HI10 PLUS 10.8” Tablet PC Win10+Android 5.1 4+64GB 8400mAh with Keyboard	https://i.ebayimg.com/images/g/vUYAAOSwYL9Zz-y0/s-l400.jpg	New		CHUWI				Does Not Apply				Tablet PC																																																																														Windows 10 + Android 5.1		1920 x 1280	8400mAh	10.8 inch			2.0MP+2.0MP					Intel Cherry Trail x5-Z8350											ROM: 64GB	1.44GHz,Quad Core	Intel		Intel HD Graphics 400																																																																																																																																																							YES																																																																																								
747	http://www.ebay.com/itm/LG-G-Pad-II-8-0-LGV498-AKDXTK-32GB-3-5mm-Slim-Stylus-iPS-Dual-Window-Android-5-0/252204617076?epid=514699654&hash=item3ab8910d74%3Ag%3AN2EAAOSwp5JWZuTb	$999.99	LG G Pad II 8.0 LGV498.AKDXTK 32GB 3.5mm Slim Stylus iPS Dual Window Android 5.0	https://i.ebayimg.com/images/g/N2EAAOSwp5JWZuTb/s-l400.jpg	New		LG	32GB			Does Not Apply		Does not apply				Android 5.0.X Lollipop		"8"""																	Black																																																																																																																																																																																																																																																																																																																																			
748	http://www.ebay.com/itm/New-10-1-3G-Tablet-PC-Android-5-1-Quad-Core-16GB-Phablet-Dual-SIM-IPS-GPS-XGODY/201870466030?hash=item2f006adbee%3Am%3Am9H9CvL_jhSv1PjoBG4nvSQ&var=	$117.22	"New 10.1"" 3G Tablet PC Android 5.1 Quad Core 16GB Phablet Dual SIM IPS GPS XGODY"	https://i.ebayimg.com/images/g/CsYAAOSwne9Zkdqj/s-l400.jpg	New		Unbranded/Generic	16GB			Does Not Apply		Does not apply	Wi-Fi ; 3G Cellular	Tablet	Bluetooth	Android 5.0.X Lollipop	Built-In Front Camera;Bluetooth	"10.1"""		1280 x 800																																																																							2G/3G																																																																																																																																																																																																																																																																											
749	http://www.ebay.com/itm/10-1-Octa-Core-2-32GB-4G-LTE-Android-7-0-Tablet-PC-Dual-SIM-Camera-GPS-Full-HD/202065447731?hash=item2f0c0a0b33%3Am%3AmX2ZkElZXn-bRNUphJkc30Q&var=	$135.57	10.1'' Octa Core 2+32GB 4G LTE Android 7.0 Tablet PC Dual SIM/Camera GPS Full HD	https://i.ebayimg.com/images/g/sskAAOSw8OJZydUR/s-l400.jpg	New		Unbranded/Generic	32GB	107	2GB	B010007900		Does not apply	Wi-Fi + 4G	Tablet	Bluetooth	Android 7.X Nougat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1920 x 1200																																							Octa Core																																																																																																																																																																																																																																																																																																											
750	http://www.ebay.com/itm/10-1-Inch-Octa-Core-Android-5-1-Tablet-PC-4G-3G-Dual-Sim-HD-IPS-16GB-GPS-Phablet/382193004441?hash=item58fc7a6f99%3Am%3Am_sKtDteZ6gKNpBqJmLbKyw&var=	$126.08	10.1 Inch Octa Core Android 5.1 Tablet PC 4G/3G Dual Sim HD IPS 16GB GPS Phablet	https://i.ebayimg.com/images/g/1YEAAOSwn5RZkcpM/s-l400.jpg	New		Unbranded/Generic	16GB		1GB	B0-00464-00	Octa Core	Does not apply	Wi-Fi ; 4G Cellular	Tablet	Bluetooth	Android 5.1.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	"10.1"""		1920*1200																																							200MHz																																2G/3G/4G																																																																																																																																																																																																																																																																											
751	http://www.ebay.com/itm/XGODY-10-1-10-inch-Andriod5-1-4G-Phone-Tablet-GPS-WiFi-16GB-Quad-Core-Dual-SIM/382235912356?hash=item58ff0928a4%3Am%3AmPlYxSvm8nLKKeZl2qx9xsA&var=	$116.43	XGODY 10.1'' 10 inch Andriod5.1 4G Phone Tablet GPS WiFi 16GB Quad Core Dual SIM	https://i.ebayimg.com/images/g/4iEAAOSwEotZyT8~/s-l400.jpg	New		Unbranded/Generic	16GB	S101 4G	1GB	B010001700	Quad Core	Does not apply	Wi-Fi + 4G	Tablet	Bluetooth	Android 5.0.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
752	http://www.ebay.com/itm/10-1-Android-5-1-Tablet-PC-Quad-Core-16GB-WIFI-3G-Unlocked-GPS-Bluetooth-HD-10/382240918438?hash=item58ff558ba6%3Am%3AmnJfkphADM6O3BgegUkROlg&var=	$99.68	10.1'' Android 5.1 Tablet PC Quad Core 16GB WIFI 3G Unlocked GPS Bluetooth HD 10	https://i.ebayimg.com/images/g/kQMAAOSwD5ZZ0a4R/s-l400.jpg	New		Unbranded/Generic	16GB	S101 3G	1GB	B010001600	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 5.0.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
753	http://www.ebay.com/itm/NEW-Lorex-16-Channel-HD-PoE-NVR-Security-System-3TB-8-x-4K-IP-Ultra-HD-Cameras/112581840995?hash=item1a36669063%3Ag%3AoVIAAOSwD8BZbV%7E8	$2,049.95	NEW Lorex 16 Channel HD PoE NVR Security System 3TB + 8 x 4K IP Ultra HD Cameras	https://i.ebayimg.com/images/g/oVIAAOSwD8BZbV~8/s-l400.jpg	New		Lorex				Does Not Apply		Does not apply																																																																																																																																																																																																																																																																																																																																																										
754	http://www.ebay.com/itm/Apple-iPad-2-16GB-Wi-Fi-3G-9-7in-Cellular-GSM-A1396-Black-Unlocked-WORLDWIDE-SH/172904794919?epid=111899183&hash=item2841edcb27%3Ag%3A%7EXMAAOSwKcdZ1H-9	$120.00	Apple iPad 2 16GB Wi-Fi 3G 9.7in Cellular GSM A1396 Black Unlocked. WORLDWIDE SH	https://i.ebayimg.com/images/g/~XMAAOSwKcdZ1H-9/s-l400.jpg	Used		Apple	16GB					Does Not Apply		Tablet		iOS			Unlocked																Black												Without Contract																																																																																																																																																																																																																																																																																																																							
755	http://www.ebay.com/itm/Lenovo-Yoga-Book-Digital-Drawing-Tablet-PC-10-1-inch-Intel-Quad-Core-4-64GB/112589987620?hash=item1a36e2df24%3Ag%3AJSgAAOSwg0BZ1d4U	$569.99	Lenovo Yoga Book Digital Drawing Tablet PC 10.1 inch Intel Quad Core 4+64GB	https://i.ebayimg.com/images/g/JSgAAOSwg0BZ1d4U/s-l400.jpg	New		Lenovo	64GB		4GB	Does Not Apply	Octa Core	Does not apply	Wi-Fi	Tablet/Laptop Convertible	Bluetooth, Micro-HDMI, Micro-USB, Wi-Fi		Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1920 x 1080												Yoga Book			Black												Without Contract																	Does not apply																																																		Does not apply																																																																																																																																																																																																																																																				
756	http://www.ebay.com/itm/Apple-iPad-2-32GB-Wi-Fi-9-7in-Gray-A1396-GSM-model-cellular/222641705736?epid=103172867&hash=item33d67ad308%3Ag%3AcHUAAOSwtTVZjwEN	$120.00	Apple iPad 2 32GB, Wi-Fi, 9.7in - Gray, A1396 (GSM model cellular)	https://i.ebayimg.com/images/g/cHUAAOSwtTVZjwEN/s-l400.jpg	Used	small crack on front screen but works great	Apple	32GB	Wi-Fi	512MB	MC770LL/A	Dual Core	0885909457595	Wi-Fi	Tablet	Micro-USB, Wi-Fi	iOS		9.7in.	Not Applicable	1024 x 768		Apple	Apple A5	LED	Multi-Touch	0.7 Megapixel	0.3 Megapixel	512MB	VGA out	Micro-USB, Wi-Fi	0.34in (0.88cm)	iPad 2	9.5in (24.12cm)	7.31in (18.57cm)		1.35lb. (0.613kg)	Things come alive on the stunning 9.7-inch widescreen LED Multi-Touch display of the Apple iPad 2. With WiFi support, this 32GB Apple iPad ensures you stay connected to your world all the time. The built-in dual-core A5 chip in this Wi-Fi iPad facilitates high-end gaming, surfing and overall performance. Gaming is at a vivid high with up to nine times the graphics performance on this 32GB Apple iPad. Capture immaculate shots in HD with the 0.7 MP front camera of this Wi-Fi iPad, while the secondary 0.3 MP VGA Camera lets you enjoy FaceTime video calling. For an enhanced movie-watching experience, play all your iPad’s digital content wirelessly on HDTV and speakers using AirPlay. Weighing a mere 1.33 lbs, with an amazing 10-hour battery life, Bluetooth 2.1 + EDR technology and more, this Apple iPad 2 is here to become another extension of you.	Rechargeable Lithium-Polymer	UP to 10hr.	Camera, Touch-Screen	9.7in (24.64cm)	Mac, PC	3/11/2011	AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen, Web Browser	Black															Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n	Microphone	Headphones, Speaker(s)					Bluetooth, Integrated Wireless LAN																																																																																																																																																																																																																																																																																																		
757	http://www.ebay.com/itm/Lenovo-Yoga-Tablet-10-HD-16GB-Wi-Fi-10-1in-plus-Lenovo-Keyboard-bundle/332401787782?epid=1828534405&hash=item4d64b0c386%3Ag%3Ax-oAAOSw8a1ZrbAH	$149.99	Lenovo Yoga Tablet 10 HD+ 16GB, Wi-Fi, 10.1in plus Lenovo Keyboard bundle	https://i.ebayimg.com/images/g/x-oAAOSw8a1ZrbAH/s-l400.jpg	Used	Used but functioning as designed.  No nicks or scratches on screen. New Keyboard and charger and adapter.	Lenovo	16GB		2GB	59411051	Quad Core	888440762548	Wi-Fi	Tablet	Micro SD up to 64gb, Bluetooth	Android 4.4.X Kit Kat	Bluetooth, Built-In Front Camera, Built-In Rear Camera	"10.1"""		1920 x 1280	Keyboard									Wi-Fi		Yoga Tablet			Silver					Keyboard					HD		Not Applicable		Yes										1.60GHz																																																																																																																																																																																																																																																																																																											
758	http://www.ebay.com/itm/CUBE-U27GT-Super-8-Tablet-PC-Quad-Core-Android-8GB-Bluetooth-Dual-Camera-HDMI/372088130269?hash=item56a22e4add%3Ag%3AYkIAAOSwy6VZyu2P	$90.11	CUBE U27GT Super 8'' Tablet PC Quad Core Android 8GB Bluetooth Dual Camera HDMI	https://i.ebayimg.com/images/g/YkIAAOSwy6VZyu2P/s-l400.jpg	New		Unbranded/Generic	8GB	U27GT Super/U33GT	1GB	B0-00479-2	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth, Micro-HDMI	Android 5.1	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	8in.		1280 x 800															White																																																																																																																																																																																																																																																																																																																																			
759	http://www.ebay.com/itm/Apple-New-iPad-Pro-12-9-4G-LTE-Wi-Fi-Cellular-512GB-Factory-Unlocked-Silver/282648909633?hash=item41cf301741%3Ag%3AIzgAAOSwMpBZa9I6	$1,483.27	Apple New iPad Pro 12.9 4G LTE Wi-Fi + Cellular 512GB Factory Unlocked - Silver	https://i.ebayimg.com/images/g/IzgAAOSwMpBZa9I6/s-l400.png	New		Apple	512GB		4GB	Does Not Apply			Wi-Fi + 4G	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"12.9"""		2732 x 2048 pixels																												Silver																Does not apply																																																																																																																																																																																																																																																																																																						
760	http://www.ebay.com/itm/Multi-Color-4GB-7-Google-Android-4-2-Allwinner-A23-Dual-Core-Cameras-Tablet-PC/112373356753?hash=item1a29f958d1%3Am%3AmdS8T-JvqfbacULs-fGw9Cw&var=	$36.50	"Multi-Color 4GB 7"" Google Android 4.2 Allwinner A23 Dual Core Cameras Tablet PC"	https://i.ebayimg.com/images/g/NrMAAOSwd4tUCDCP/s-l400.jpg	New		Ouku	4 GB			Does Not Apply		Does not Apply	Wi-Fi + EXT 3G	Tablet		Android 4.2		"7"""	Unlocked																												Without Contract																																													Android OS 4.2 Jelly Beans												Allwinner A23 dual-core																																																																																																																																																935210																																																																																																														
