,ItemLink,Price,Name,Image,Condition,Brand,Display Max. Resolution,Model,Rear Camera Resolution,MPN,Front Camera Resolution,Screen Size,Height,Internet Connectivity,Width,Storage Capacity,Depth,Type,Weight,UPC,Battery Technology,Display Size,Battery Run Time,Operating System,Input Method,Supported File Types,Platform,Exterior Color,Special Features,Processor Manufacturer,Display Tech,Color,Wireless capabilities,Country/Region of Manufacture,Features,Expansion Ports,Data Link Protocol,PC Interface,RAM,Processor Speed,Hardware Connectivity,Battery Standby,Processor,Product Line,Resolution,Seller Notes,Carrier,EAN,Bundled Items,Max. Resolution,Max Screen Resolution,Hard Drive,Size Type,Wireless Type,Average Battery Life (in hours),Screen Resolution,Style,Bundle Listing,Expandability,Product Information,Processor Type,Interface,Contract,GTIN,ISBN,Delivery Time,Key Word,Networking Type,Audio Output,Installed RAM,Battery,CPU,camera,GPU,ROM  Flash,Warranty,Manufacturer Part Number,Touch Screen Technology,Manufacturer Part number,Audio Input,Release Date,Cosmetic condition,No accessories,Internal Memory,Monitor Screen Size,Manufacturer warranty,Band,Hard Drive Capacity,Extend Port,Camera,Processor Manufacture,Touch Screen Type,Processor Main Frequency,Cell Capacity,Colour,Other Part Numbers,Camera Resolution,RAM Technology,battery type,Wi-Fi,Bundled item,Security Features,Installed Cache Memory,Charger,Charger and cable,Screen type,Marque,Numéro de pièce fabricant,OS,Screen,Screen resolution,Size,Not Included,Capacity,Battery type,Input voltage,Output voltage,Output current,Shipping Time,Manufacturer Warranty,Warranty - Parts,Warranty - Labor,colo,Front Camera Megapixels,Rear Camera Megapixels,Functional Digitizer,Memory Size,Max Supported RAM,Graphic Processor,Wireless Protocol,Touch panel,Publisher,Binding,Dimensions,OperatingSystem,PartNumber,ProductGroup,BRAND,AC adapter,Additional Features,Battery Capacity,Core,External Memory,WIFI,Chipest,Extended memory,Product Size,Front Camera,Rear Camera,Screen Type,Memory Card Type,Lock Status,3G network,4G,File format,Support,Battery / Run Time (up to),Battery Type,Graphics Chipset,Material of back cover,Max. Video Resolution,Battery Capacity(mAh),Extend Card,Processor Number,Samsung,3G,Battery capacity (mAh),Front camera,Back camera,External storage,WIFi,Bands,Bettry Type,External Storage,Country of Manufacture,Network,Dimension / Weigt,Supported Languages,Shipping Carrier,Display,Supported Video format,Graphics Processing Type,Memory,Display Color Support,ROM,Camera type,CPU Brand,Connectivity,SD Card Slot,Supported File Formats,Languages,Front Camera Pixels,Material,Earphone Port,Back Camera,pid,Original Box,Cosmetic Condition,Digital storage capacity,Offer type,Item unbranded and not associated with,Storage,JAPAN ONLY METAL MAGAZINE,Fast Fulfillment,Language,Language2,Note,Storage Controller Type,Item Condition,Touch Screen Function,Storage Type,Keyboard Type,Serial Number,Colours Available,Modem Type,Analog Modulation Protocol,Bus Speed,Maximum Resolution,Accessories Included Electronics Product,Input Type,Item Type Electronics,Wired Connectivity,Software Included,Product Color,Output Type,Product Depth,Features Electronic Display,Product Height,Wireless Standard,Product Weight,Wireless Technology,Targeted Audience,Features Audio Product,Product Width,Battery Charge Life,Warranty Description,Original box,System,NumberOfItems,Installed Video Memory,Bluetooth,Touchscreen,Model Number,Charging Time (h),Headphones,Manufacturer,AC Adapter,Mpn,Item Weight,Shipping Weight,Product Dimensions,Rear Webcam Resolution,Computer Memory Type,Power Source,Wifi,Sim Card,Generation,Dimensions of glass,Dimensions of Projection Base,SKU,Keyboard,Battery Life,Rating,SIM Card,Audio,Cameras,Resolution (pixels),Lister,Category,Plug,Plug Adaptor,test,Custom3,Number of Cores,Max Resolution,PID
965,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-SM-T550-32GB-Wi-Fi-9-7in-Grey-Color-Only/151926351760?epid=239077699&hash=item235f842790%3Ag%3AfQEAAOSwxfNXORuo,$479.43,"Samsung Galaxy Tab A SM-T550 32GB, Wi-Fi, 9.7in - Grey Color Only",https://i.ebayimg.com/images/g/fQEAAOSwxfNXORuo/s-l300.jpg,New,Samsung,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,http://www.ebay.com/itm/Samsung-Galaxy-Tab-4-10-1-SM-T530-Android-4-4-KitKat-16GB-WiFi-Tablet-white/151963001025?epid=2254274219&hash=item2361b360c1%3Ag%3AAoYAAOSwa-dWps5a,$267.25,Samsung Galaxy Tab 4 10.1 SM-T530 Android 4.4 KitKat 16GB WiFi Tablet white,https://i.ebayimg.com/images/g/AoYAAOSwa-dWps5a/s-l300.jpg,New,samsung,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,http://www.ebay.com/itm/APPLE-IPAD-PRO-128GB-SILVER-Tablet-WiFi-Retina-display-12-9-2732x2048/151984075676?epid=1753925885&hash=item2362f4f39c%3Ag%3AzewAAOSwFNZWwU09,"$1,058.05","APPLE IPAD PRO 128GB SILVER Tablet WiFi Retina display 12.9"" 2732x2048",https://i.ebayimg.com/images/g/zewAAOSwFNZWwU09/s-l300.jpg,New,APPLE,,,,IPAD PRO 128GB,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,http://www.ebay.com/itm/Samsung-Tablet-SM-T550-Smoky-Titanum-Android-WIFI-ONLY/152010251573?hash=item2364845d35%3Ag%3A5y4AAOSwmmxW4Tkh,$479.42,Samsung Tablet SM-T550 Smoky Titanum Android [ WIFI ONLY],https://i.ebayimg.com/images/g/5y4AAOSwmmxW4Tkh/s-l300.jpg,New,Samsung,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,http://www.ebay.com/itm/ASUS-ZenPad-S-8-0-Android-Lollipop-4GB-64GB-Z580-Quad-Core-Black/152119245076?hash=item236b037914%3Ag%3Al1AAAOSwLnlWoYwH,$516.28,ASUS ZenPad S 8.0 Android Lollipop 4GB/64GB Z580 Quad-Core [ Black ],https://i.ebayimg.com/images/g/l1AAAOSwLnlWoYwH/s-l300.jpg,New,ASUS,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,http://www.ebay.com/itm/LG-G-PAD-3-LGV525-8-inch-Portable-Tab-Personal-Professional-Electronic-BLACK/152155640681?hash=item236d2ed369%3Ag%3AmrIAAOSwwo1Xe1nR,$311.67,LG G PAD 3 LGV525 8 inch Portable Tab Personal Professional Electronic / BLACK,https://i.ebayimg.com/images/g/mrIAAOSwwo1Xe1nR/s-l300.jpg,New,LG,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,http://www.ebay.com/itm/ASUS-Transformer-Book-T100HA-FU007T-Incredible-2-in-1-BLUE/152156943370?hash=item236d42b40a%3Ag%3AbpwAAOSwvg9XfKQX,$444.14,ASUS Transformer Book T100HA-FU007T / Incredible 2-in-1 / BLUE,https://i.ebayimg.com/images/g/bpwAAOSwvg9XfKQX/s-l300.jpg,New,ASUS,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,http://www.ebay.com/itm/LENOVO-Ideapad-Miix-310-10-inch-Tablet-PC-WIFI-1280X800-Quad-Core/152156948353?hash=item236d42c781%3Ag%3AkR0AAOSwZ1BXfKTN,$373.20,LENOVO Ideapad Miix 310 (10-inch) Tablet PC / WIFI / 1280X800 / Quad Core,https://i.ebayimg.com/images/g/kR0AAOSwZ1BXfKTN/s-l300.jpg,New,Lenovo,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,http://www.ebay.com/itm/Lenovo-YOGA-Tab-3-8inch-Epic-Battery-Life-Rotatable-Camera/152159292956?hash=item236d668e1c%3Ag%3ApngAAOSwgY9Xfz2g,$596.65,Lenovo YOGA Tab 3 8inch / Epic Battery Life / Rotatable Camera,https://i.ebayimg.com/images/g/pngAAOSwgY9Xfz2g/s-l300.jpg,New,Lenovo,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,http://www.ebay.com/itm/Asus-Nexus7-2012-Tablet-Black-Android-7Inch-Tegra-3-1G-32G-Bt3/152276841541?hash=item2374683445%3Ag%3A3S0AAOSwPCVX%7Elg%7E,$428.98,Asus Nexus7 (2012) Tablet / Black (Android / 7Inch / Tegra 3 / 1G / 32G / Bt3 /,https://i.ebayimg.com/images/g/3S0AAOSwPCVX~lg~/s-l300.jpg,New,ASUSTEK,,,,NEXUS7 ASUS-1B32-4G,,,,,,,,,,4716659369257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-10-1-2016-SM-P580-Display-10-10-inch-1920x1200-An/152317401358?hash=item2376d3190e%3Ag%3ApIEAAOSwHMJYKWxt,$482.47,Samsung Galaxy Tab A 10.1 (2016) / SM-P580 / Display 10.10-inch / 1920x1200 / An,https://i.ebayimg.com/images/g/pIEAAOSwHMJYKWxt/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,http://www.ebay.com/itm/B-GRADE-USED-Lenovo-Yoga-Tablet-2-10-1-inch-tablet-used-product-lenovo-table/152389020945?hash=item237b17ed11%3Ag%3Aq0gAAOSwUKxYcxzq,$287.74,B GRADE USED Lenovo Yoga Tablet 2 10.1 inch tablet / used product / lenovo table,https://i.ebayimg.com/images/g/q0gAAOSwUKxYcxzq/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,http://www.ebay.com/itm/DOCOMO-SAMSUNG-SC-03G-GALAXY-TAB-From-Japan/152419832549?epid=1540375763&hash=item237cee12e5%3Ag%3AWuYAAOSw9GhYkms3,$660.34,DOCOMO SAMSUNG SC-03G GALAXY TAB From Japan,https://i.ebayimg.com/images/g/WuYAAOSw9GhYkms3/s-l300.jpg,New,DOCOMO,,,,SC-03G GALAXY TAB S 8.4,,,,,,,,,,4942857178562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,http://www.ebay.com/itm/Lenovo-TAB3-8inch-Tablet-16GB-with-Android-6-0-White-color-MT8161P-1280x800/152462079558?hash=item237f72b646%3Ag%3AZFIAAOSw2gxYvRwm,$171.13,Lenovo TAB3 8inch Tablet 16GB with Android 6.0 White color / MT8161P / 1280x800 ,https://i.ebayimg.com/images/g/ZFIAAOSw2gxYvRwm/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,http://www.ebay.com/itm/Wacom-Intuos-CTH-690-Black-Color-Medium-Size-ZBrushCore-Creative-Pen-Wirel/152470757876?hash=item237ff721f4%3Ag%3APfkAAOSwzgBYxoEo,$271.23,Wacom Intuos CTH-690 Black Color Medium Size / ZBrushCore / Creative Pen / Wirel,https://i.ebayimg.com/images/g/PfkAAOSwzgBYxoEo/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,http://www.ebay.com/itm/A-GRADE-USED-ACER-TAB-8-W1-810-HD-8-inch-Tablet-32G-ACER-Tablets/152483746499?epid=209704805&hash=item2380bd52c3%3Ag%3A1XIAAOSwuLZY1JyS,$318.79,[A GRADE USED] ACER TAB 8 W1-810 HD 8 inch Tablet 32G / ACER Tablets,https://i.ebayimg.com/images/g/1XIAAOSwuLZY1JyS/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,http://www.ebay.com/itm/FUJITSU-F-04H-ARROWS-TAB-10-5-IRIS-ANDROID-From-Japan/152517444358?epid=783550050&hash=item2382bf8306%3Ag%3ARdgAAOSwtZJY-BWJ,"$1,177.02","FUJITSU F-04H ARROWS TAB 10.5"" IRIS ANDROID From Japan",https://i.ebayimg.com/images/g/RdgAAOSwtZJY-BWJ/s-l300.jpg,New,F-04H,,,,ARROWS TABã€€F-04H,,,,,,,,,,4942857186109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,http://www.ebay.com/itm/Apple-iPad-1st-Generation-16GB-Wi-Fi-Cellular-with-original-case-for-parts/152578266004?hash=item23865f9394%3Ag%3ARaYAAOSwDrNZOX4W,$75.00,"Apple iPad 1st Generation 16GB, Wi-Fi+Cellular with original case(for parts)",https://i.ebayimg.com/images/g/RaYAAOSwDrNZOX4W/s-l300.jpg,For parts or not working,Apple,,,,,,9.7in.,,Wi-Fi,,16GB,,Tablet,,885909440375,,,,,,,,,,,,,,,Color Screen,,,,256MB,1GHz,"Wi-Fi, Micro-USB",,Single Core,iPad 1st Generation,1024 x 768,won't go pass the apple logo,Not Applicable,,Case/Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,http://www.ebay.com/itm/SAMSUNG-GALAXY-VIEW-SM-T670-Tablet-PC-International-version/152594300500?hash=item2387543e54%3Ag%3AXgoAAOSwRXRZSj9G,"$1,205.75",SAMSUNG GALAXY VIEW SM-T670 / Tablet PC / International version,https://i.ebayimg.com/images/g/XgoAAOSwRXRZSj9G/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,http://www.ebay.com/itm/APPLE-iPAD-PRO-10-5-64GB-Gray-Tablet-PC-International-Version/152619758433?hash=item2388d8b361%3Ag%3Adq0AAOSwy3NZZI7G,$783.64,APPLE iPAD PRO 10.5 / 64GB / Gray / Tablet PC / International Version,https://i.ebayimg.com/images/g/dq0AAOSwy3NZZI7G/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,http://www.ebay.com/itm/APPLE-iPAD-PRO-10-5-64GB-Rose-Gold-Tablet-PC-International-Version/152619758469?hash=item2388d8b385%3Ag%3AduwAAOSwy3NZZI7J,$783.64,APPLE iPAD PRO 10.5 / 64GB / Rose Gold / Tablet PC / International Version,https://i.ebayimg.com/images/g/duwAAOSwy3NZZI7J/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,http://www.ebay.com/itm/APPLE-iPAD-PRO-10-5-64GB-Silver-Tablet-PC-International-Version/152619758508?hash=item2388d8b3ac%3Ag%3ATLIAAOSwsXVZZI7M,$783.64,APPLE iPAD PRO 10.5 / 64GB / Silver / Tablet PC / International Version,https://i.ebayimg.com/images/g/TLIAAOSwsXVZZI7M/s-l300.jpg,New,none,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,http://www.ebay.com/itm/Lenovo-IdeaPad-Miix-700-6th-Intel-Core-M5-128GB/161937099521?hash=item25b4340b01%3Ag%3AT4EAAOSw5dNWijfj,$926.02,Lenovo IdeaPad Miix 700 6th Intel Core M5 / 128GB,https://i.ebayimg.com/images/g/T4EAAOSw5dNWijfj/s-l300.jpg,New,Lenovo,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,http://www.ebay.com/itm/LG-BOOK-DUO-10T360-B860K-LG-electronics-Tab-Book-Duo-10-1-inch-0-792-kg/161962033986?hash=item25b5b08342%3Ag%3A5EMAAOSwX%7EdWqr9b,$642.17,LG BOOK DUO 10T360-B860K LG electronics Tab Book Duo 10.1 inch 0.792 kg,https://i.ebayimg.com/images/g/5EMAAOSwX~dWqr9b/s-l300.jpg,New,LG,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,http://www.ebay.com/itm/Carmel-Smart-Audo-Pads-HP-7000-Tablet-PC/162013568772?hash=item25b8c2df04%3Ag%3A7ikAAOSw9N1VsJy1,$143.94,Carmel Smart Audo Pads HP 7000 Tablet PC,https://i.ebayimg.com/images/g/7ikAAOSw9N1VsJy1/s-l300.jpg,New,HP,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
