,ItemLink,Price,Name,Image,Condition,Brand,UPC,MPN,EAN,Hardware Connectivity,Exterior Color,Type,Processor Manufacturer,Resolution,Rear Camera Resolution,Screen Size,Installed RAM,Processor,Expandability,RAM,Expansion Ports,PC Interface,Height,Internet Connectivity,Width,Carrier,Depth,Storage Capacity,Weight,Processor Speed,Special Features,Product Information,Model,Product Line,Color,Display Size,Contract,Operating System,Features,Battery Run Time,Bundle Listing,Seller Notes,Front Camera Resolution,Audio Input,Audio Output,Battery Technology,Platform,Display Tech,Wireless capabilities,Input Method,Release Date,Supported File Types,Country/Region of Manufacture,Touch Screen Technology,Processor Type,RAM Technology,Max Supported RAM,Networking Type,Interface,Category,Model Number,Manufacturer,Installed Cache Memory,Installed Video Memory,Data Link Protocol,Max. Video Resolution,Hard Drive Capacity,Cosmetic condition,No accessories,Charger and cable,Original box,Bundled Items,Bus Speed,Analog Modulation Protocol,Graphic Processor,Processor Cores,Tablet Type,Graphic Card,Capacity,Tablet Color
125,http://www.ebay.com/itm/Apple-iPad-mini-2-16GB-Wi-Fi-7-9in-Silver/132348376600?epid=172975578&hash=item1ed093f618%3Ag%3Ap%7EEAAOSwI6RZ0ZDN,$150.00,"Apple iPad mini 2 16GB, Wi-Fi, 7.9in - Silver",https://i.ebayimg.com/images/g/p~EAAOSwI6RZ0ZDN/s-l300.jpg,Used,Apple,0885909708260,ME279LL/A,,Wi-Fi,Silver,Tablet,Apple,2048 x 1536,5 Megapixel,7.9in.,1GB,Dual Core,,1GB,"Lightning connector, USB",Wi-Fi,0.29in (0.75cm),Wi-Fi,7.87in (20cm),Not Applicable,5.3in (13.47cm),16GB,0.73lb. (0.331kg),,Bluetooth,"Portable and light, this handy Apple iPad mini 2 ME279LL tablet can be used to read an eBook, stream videos, play games and much more. Comfortable to carry in your hands, it can also be popped into a bag for easy transport. With its innovative and exciting products, Apple is an industry leader in consumer electronics, offering high-quality and reliable devices. Store a large collection of photos, video and music using this device's 16 GB hard drive capacity. With the Apple iOS operating system, notifications are prompt and interactive so the user will never miss an important alert again. Ideal for professional and personal use, the versatile 7.9 in / 20.1 cm screen makes reading and viewing a variety of digital material a pleasure. With the increased use of tablets for gaming, streaming videos, and for business, high-quality screen resolutions such as 2048 x 1536 are in much demand for their ability to provide extreme clarity of graphics, text and multimedia applications. Send a self-portrait or video to that special someone using the convenient front camera on this tablet. Stay connected anywhere in the world by utilizing the tablet's Wi-Fi connectivity to browse the Internet simply and easily.",Wi-Fi,iPad mini 2,Silver,7.9in (20.07cm),,iOS,,UP to 10hr.,,,1.2 Channel Megapixel,"Integrated Microphone, Line In (3.5mm), Microphone, Stereo Input Jack",,Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, dual channel  (2.4GHz and 5GHz) and MIMO",Touch-Screen,,".ics, DOCX, GIF, JPG",,Fingerprint resistant,Apple A7,,,,,,,,,,,,,,,,,,,,,,,,,
126,http://www.ebay.com/itm/Amazon-Kindle-DX-2nd-Generation-Model-D00801-3G-only-TESTED/132348376765?epid=103079224&hash=item1ed093f6bd%3Ag%3AEJMAAOSwsm1Z0ZCq,$194.99,Amazon Kindle DX 2nd Generation  |  Model D00801  |  3G only  |  TESTED,https://i.ebayimg.com/images/g/EJMAAOSwsm1Z0ZCq/s-l300.jpg,Used,Amazon,0892685001256,B009-KNDLDXNOGATT,,"Micro-USB, Wi-Fi",Graphite,eBook Reader,Freescale,1200 x 824,,9.7in.,,,,,USB 2.0,"Micro-USB, Wi-Fi",10.4in (26.4cm),3G,7.2 Channelin (18.3cm),AT&T,0.38in (0.965cm),4GB,1.18lb. (0.54kg),532MHz,"Built-In Keyboard, Integrated Speakers","You can read and store all your favorite eBooks on the Amazon Kindle DX tablet PC that features QWERTY keyboard. View and read documents in Adobe PDF, RTF, TXT, PRC, and HTML formats on this Kindle eBook reader. The auto-rotating screen of this Kindle 3G eReader positions the display according to the angle in which you hold the device. The Monochrome E Ink display, with a max resolution of 1200 x 824 pixels, of this Kindle eBook reader delivers crystal clear image output. Moreover, the powerful battery of this Kindle 3G eReader provides with an incredible run time of up to 2 – 3 weeks with the wireless off and up to 7 days with the wireless on. Weighing just 18.9 ounces, the Amazon Kindle DX can be easily carried around on your trips.",DX (2nd Generation),,Black,9.7in (24.64cm),,Linux,,UP to 552hr.,,See listing details for complete description.,,Stereo Input Jack,Speaker(s),Lithium polymer,,E-Ink ® Pearl,"WLAN 802.11b, WLAN 802.11g",Keyboard,,"BMP, GIF, JPEG, MP3, PNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,http://www.ebay.com/itm/Apple-iPad-Air-Wi-Fi-Only-16gb/132348402152?epid=170361957&hash=item1ed09459e8%3Ag%3AN5IAAOSwaMhZ0Zkp,$5.51,Apple iPad Air (Wi-Fi Only) 16gb ,https://i.ebayimg.com/images/g/N5IAAOSwaMhZ0Zkp/s-l300.jpg,For parts or not working,Apple,"0885909772148, 0888462098236",MD785LL/A,0885909772148,"USB, Wi-Fi",Space Gray,Tablet,Apple,2048 x 1536,8 Megapixel,9.7in.,1GB,Dual Core,,1GB,"Bluetooth, Lightning connector","USB, Wi-Fi",0.29in (0.75cm),Wi-Fi,9.4in (24cm),Not Applicable,6.6in (16.95cm),16GB,1lb. (0.469kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, HD, Retina Display, Touch Screen","Meet a stunning mobile computing experience in a very thin and lightweight Apple tablet PC. The iPad Air is powerful and efficient at the same time, thanks to its A7 chip and M7 motion coprocessor, on which the iOS 7 is running. These features, put together, make multitasking a breeze and let you spare battery power. Sporting a 9.7-inch multi-touch screen with Retina display, the Apple iPad Air delivers a 2048 x 1536-resolution, over 3.1 million pixels and enables you capture beautiful, sharp photos. The Apple iPad Air comes in four different memory capacities â€“ 16 GB, 32 GB, 64 GB and 128 GB, letting you choose what amount of data you would like to store. Supporting Wi-Fi or Wi-Fi+4G connectivity, this Apple tablet PC makes your browsing and downloading experience very fast. Moreover, the 5 MP iSight camera on the Apple iPad Air with advanced optics improves still image and video capturing. The 1.2 MP FaceTime HD camera, featuring a backside illumination sensor, brightens up and improves your video calls overall. This Apple iPad comes in two finishes, accentuating your style - silver and space gray.",Wi-Fi,iPad Air 1st Generation,Gray,9.7in (24.64cm),,iOS,,UP to 10hr.,,,1.2 Channel Megapixel,Line In (3.5mm),Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, dual channel  (2.4GHz and 5GHz) and MIMO","Camera, Touch-Screen",10/22/2013,".ics, DOCX, GIF, JPG",,Multi-Touch,Apple A7,,,,,,,,,,,,,,,,,,,,,,,,,
128,http://www.ebay.com/itm/SAMSUNG-GALAXY-TAB-7-SCH-1800-2GB-Wi-Fi-Black-Verizon-16GB-Micro-Extras-USED/132348423182?epid=103128336&hash=item1ed094ac0e%3Ag%3A9LUAAOSwKZ5Z0YaW,$39.95,SAMSUNG GALAXY TAB 7 SCH-1800 2GB Wi-Fi Black (Verizon) 16GB Micro & Extras USED,https://i.ebayimg.com/images/g/9LUAAOSwKZ5Z0YaW/s-l300.jpg,Used,Samsung,"0019428004002, 0635753487619, 0635753488548, 0886389013844, 995131408069",SCH-I800BKAVZW,,"Micro-USB, Wi-Fi",Black,Tablet,ARM,1024 x 600,3 Megapixel,7in.,2 ChannelGB,Single Core,microSDHC,2GB,USB 2.0,"Micro-USB, Wi-Fi",7.48in (19cm),Wi-Fi + 3G,4.74in (12.04cm),Verizon,0.47in (1.19cm),2GB,0.84lb. (0.38kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, HD, Touch Screen","Put technology to work for you when you use the Samsung Galaxy Tab SCH-I800 to meet your technological needs. This popular Android device helps you stay online when you’re on the go. Verizon Wireless is the carrier, and the tablet has plenty of useful features which include excellent graphics. For starters, the Android operating system is the familiar Froyo 2.2 version, which is easy to navigate. The reliable Cortex A8 ARM processor boasts a speed of 1 GHz. You also get a sufficient amount of memory with the 2GB installed RAM storage capacity. The Lithium Ion battery lasts up to seven hours on one full charge. Other specs include two built-in cameras so that you can take beautiful photos anywhere. A resolution of 1.3 megapixels makes snapping selfies fun with the front camera. The rear one has 3 megapixels for capturing anything else worth photographing. The Samsung Galaxy Tab has convenient USB 2.0 expansion ports. It also has Micro-USB and Wi-Fi + 3G with CDMA technology interface capabilities. Wireless connection capabilities for this Samsung mobile Android device are WLAN 802.11b, WLAN 802.11g, WLAN 802.11n, and Bluetooth 3.0. If you need extended memory, you will find the microSDHC expandability to be very useful. An integrated microphone provides audio input while a built-in speaker provides audio output. For privacy or an enhanced musical listening experience, accessories such as headphones or speakers can be plugged into the Galaxy tab. It is larger than a Samsung Galaxy Note phone and displays high-quality graphics.The dimensions of the Samsung Galaxy tab are 7.48 inches high by 4.74 inches wide by 0.47 inches deep. It is extremely thin, ultra lightweight, and comfortable to hold. The Verizon Wireless tablet weighs less than a pound, and it is very portable. Carry it in any purse, tote bag, or briefcase. In addition to being lightweight and compact, the 7-inch LCD display provides outstanding graphics. This Samsung Galaxy is an excellent choice for downloading and reading your favorite e-books or watching a movie. Additionally, the display type features multi-touch touch screen technology and 1024 by 600 maximum resolution. Surf the internet, watch videos, shop online, search for stuff on Google, check your messages, and do so much more. The Galaxy tab has preloaded apps to get you started. If you don't see your favorite app, you can download it, too. Supported file types include 3GP, AAC, AVI, DIVX, FLAC, FLV, H.263, and H.264. It also plays M4A, MKV, MP3, MP4, MPEG-4, OGG, VC1, WMA, WMV, and XVID files. The video and graphics quality is on par with similar Android tablets and phones. You can also update and install the latest software in a flash.",SCH-I800,Galaxy Tab,Black,7in (17.78cm),,"Android, Android 2.2.X Froyo",,UP to 7hr.,,"USED , WORKS, With : Box,Charger,Samsung earbuds,Cover,and Screen Protector ,VERIZON",1.3 Megapixel,Integrated Microphone,"Headphones, Speaker(s)",Lithium ion,"Android, PC",LCD,"Bluetooth, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n","Camera, Touch-Screen",,"3GP, AAC, AVI, DIVX, FLAC, FLV, H.263, H.264, M4A, MKV, MP3, MP4, MPEG-4, OGG, VC1, WMA, WMV, XVID",,Multi-Touch,Cortex A8,,,,,,,,,,,,,,,,,,,,,,,,,
129,http://www.ebay.com/itm/Samsung-Galaxy-Tab-4-SM-T530NN-10-1in-16GB-Wi-Fi-Black/132348473643?epid=195133144&hash=item1ed095712b%3Ag%3ARQUAAOSwsm1Z0at7,$54.00,"Samsung Galaxy Tab 4 SM-T530NN 10.1in, 16GB, Wi-Fi - Black",https://i.ebayimg.com/images/g/RQUAAOSwsm1Z0at7/s-l300.jpg,Used,Samsung,"0816531014320, 9781400697533",SM-T530NYKUBNN,,"Micro-USB, Wi-Fi",Black,Tablet,Qualcomm,1280 x 800,3 Megapixel,10.1in.,2 ChannelGB,Quad Core,microSD,2GB,"Bluetooth, Micro-SD, USB","Micro-USB, Wi-Fi",6.94in (17.63cm),Wi-Fi,9.58in (24.33cm),Not Applicable,0.31in (0.79cm),16GB,1.08lb. (0.49kg),,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen","With an award-winning reading experience and cutting-edge technology, get the best of both worlds with the black Samsung Galaxy NOOK Tab 4. Whether you are looking for a lightweight tablet that lets you surf the net, watch the newest episode of your favorite show, or take notes in class, the Galaxy Tab from Samsung can fit the bill. This is the first NOOK model that resulted from the partnership between Samsung and Barnes & Noble, making it a very different device from its predecessors. Its 10.1-inch display provides vivid, high-resolution detail to watch movies, play games, browse the Web, and read books. The screen resolution is 1280 by 800 pixels, so you can expect a clearly defined picture that is fun to look at. Your text will be crisp, and your screen graphics will be rich and bright. Weighing only one pound, the Samsung Galaxy Tab 4 is both lightweight and convenient to carry wherever you go. The device itself is compact for a tablet, only measuring about 7 inches by 9.5 inches with a depth of 0.3 inches. This means it is easy to carry with the rest of your belongings and can be stuffed into a backpack, bag, or large purse. This digital mobile device comes with 16GB of storage on the actual tablet. It also comes with 50GB of storage on Dropbox. This lets you store your photos and important documents in the cloud so you can access them from anywhere. You can also insert a 64GB microSD to get even more memory. The Galaxy Tab tablets from Samsung were designed specifically for multi-taskers. With the Multi Window feature, you can open two applications and view them side by side. It even allows you to have some applications open twice, which can be extremely useful if you are writing multiple emails, if you want to compare two websites, or view Google information that you need for a class paper. It can also serve as a universal remote thanks to its built-in IR blaster. The Samsung Galaxy Tab 4 10.1 inch is also equipped with a built-in 1.3-megapixel front camera and a 3-megapixel rear camera. This allows you to take photos or have a video chat with friends and family members, creating memories and eliminating distance. Browse the Android App Store right on the tablet to find apps that will make your life just a bit easier, like a fitness tracker or advanced calculator.Another great feature that the Galaxy Tab from Samsung offers is its ability to be fully customized to your needs. If you are sharing the Tab with a loved one, you can enable the Multi-User mode. This gives up to eight users their own profiles so everyone can see their personal apps and emails. They can all have different backgrounds and color schemes. Users can even protect their profiles with a password. There is even a kid's mode. Not only does this mode offer a kid-friendly interface that they can control with ease, but parents can track how much time they spend on the tablet and choose which features and content they can access.",SM-T530NU,Galaxy Tab 4,,10.1in (25.65cm),,"Android, Android 4.4.X Kit Kat",,UP to 10hr.,,,1.3 Megapixel,,,Lithium ion,,WXGA,Bluetooth 4.0,,,,,,,,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,
130,http://www.ebay.com/itm/Apple-iPad-3rd-Generation-64GB-Wi-Fi-Cellular-Verizon-9-7in-White-Case/132348546984?epid=109350367&hash=item1ed0968fa8%3Ag%3AG5MAAOSwM6ZZyC1A,$125.00,Apple iPad 3rd Generation 64GB Wi-Fi + Cellular (Verizon) 9.7in - White & Case,https://i.ebayimg.com/images/g/G5MAAOSwM6ZZyC1A/s-l300.jpg,Used,Apple,"0885909554058, 0885909557639, 0899794013019",MD365LL/A,,"Micro-USB, Wi-Fi",White,Tablet,Apple,2048 x 1536,5 Megapixel,9.7in.,512MB,Dual Core,,512MB,,"Micro-USB, Wi-Fi",0.37in (0.94cm),Wi-Fi + Cellular,9.5in (24.12cm),Verizon,7.31in (18.57cm),64GB,1.46lb. (0.662kg),,"HD, Retina Display","Sharp, smart, and portable, this third-generation white Apple iPad is Bluetooth enabled. The Retina Display, with 2048 x 1536 resolution, has more than four times the number of pixels as the iPad 2 and 44 percent greater color saturation. A 5 MP iSight camera, with backside illumination sensor, offers exceptional photos, as well as the ability to take 1080p HD videos. The Apple iPad 3rd Generation 64GB, Wi-Fi + Cellular (Verizon) with ultrafast 4G LTE wireless technology gives you the chance to surf the web at rapid speeds. Quad-core graphics powers the 3.1 million pixels contained in the 9.7-inch display.",Wi-Fi + Cellular,iPad 3rd Generation,White,9.7in (24.64cm),,iOS,,UP to 10hr.,Yes,,0.3 Megapixel,"30-Pin dock connector, Line In (3.5mm), Microphone","Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,3/15/2012,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5X,DDR2 SDRAM,,"4G, Bluetooth, Integrated Wireless LAN",,,,,1024 KB,35MB,LTE,1280 x 720,,,,,,,,,,,,,,
131,http://www.ebay.com/itm/Apple-iPad-2-16GB-A1395-Wi-Fi-9-7in-Black-and-Silver-with-WiFi-NEW-SCREEN/132348641933?hash=item1ed098028d%3Ag%3AxVoAAOSw71xZoKPP,$110.00,Apple iPad 2 16GB A1395 Wi-Fi 9.7in Black and Silver with WiFi NEW SCREEN,https://i.ebayimg.com/images/g/xVoAAOSw71xZoKPP/s-l300.jpg,Seller refurbished,Apple,,MC960LL/A,,"Bluetooth, Wi-Fi",,Tablet,,1024 x 768,,9.7in.,,Apple A5,,512MB,,Wi-Fi,,Wi-Fi,,Not Applicable,,16GB,,1.00GHz,,,,iPad 2,Black,,Not Applicable,iOS,"WiFi, Bluetooth, Built-In Front Camera, Built-In Rear Camera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Cable,,,,,,,,
132,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-7-8-GB-Wifi-Tablet-BLACK-SM-T280NZKAXAR-BRAND-NEW-BNIB/132348676055?epid=853247858&hash=item1ed09887d7%3Ag%3AJXwAAOSwdvtZuZXL,$114.95,"Samsung Galaxy Tab A 7"" 8 GB Wifi Tablet BLACK SM-T280NZKAXAR - BRAND NEW! BNIB!",https://i.ebayimg.com/images/g/JXwAAOSwdvtZuZXL/s-l300.jpg,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,http://www.ebay.com/itm/Apple-iPad-Pro-128GB-Wi-Fi-12-9in/132348797849?hash=item1ed09a6399%3Ag%3AEuMAAOSw2n5ZiZl1,$365.00,"Apple iPad Pro 128GB, Wi-Fi, 12.9in",https://i.ebayimg.com/images/g/EuMAAOSw2n5ZiZl1/s-l300.jpg,Used,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablet overall is in a very good condition 8/10, has only few minor scratches on the back.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,http://www.ebay.com/itm/Nokia-N810-Internet-Tablet/132348888061?hash=item1ed09bc3fd%3Ag%3Aap8AAOSwDiBZLYTI,$75.00,Nokia N810 Internet Tablet,https://i.ebayimg.com/images/g/ap8AAOSwDiBZLYTI/s-l300.jpg,Used,Nokia,,,,,,Tablet,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,in original box not been used much <br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,http://www.ebay.com/itm/Bundle-iPad-4th-Generation-32GB-Wi-Fi-9-7in-White-W-OtterBox-Case/132348962827?hash=item1ed09ce80b%3Ag%3AK0wAAOSwjn9ZjLZ2,$175.00,"Bundle - iPad 4th Generation 32GB, Wi-Fi, 9.7in - White (W/ OtterBox Case)",https://i.ebayimg.com/images/g/K0wAAOSwjn9ZjLZ2/s-l300.jpg,Used,Apple,0885909575183,MD514LL/A,,"Micro-USB, Wi-Fi",White,Tablet,Apple,2048 x 1536,5 Megapixel,9.7in.,1GB,Dual Core,,1GB,"Lightning connector, USB","Micro-USB, Wi-Fi",0.37in (0.94cm),Wi-Fi,9.5in (24.12cm),Not Applicable,7.31in (18.57cm),32GB,1.44lb. (0.652kg),,"Built-In Front Camera, Built-In Rear Camera, HD","Sporting a slim and sleek design, the Apple iPad 4th Generation 32 GB tablet PC is your one-stop entertainment solution. Powered by the zippy 1.4 GHz Apple A6X processor, this Apple iPad adapts to your needs with maximum performance, extended battery life, and an unparalleled visual experience. Moreover, this Apple iPad’s beautiful 9.7-inch multi-touch screen with Retina display delivers razor-sharp images and videos with vibrant colors and rich detail. With a 32 GB storage capacity, the white Apple iPad 4th Generation tablet lets you store your multimedia files, without worrying about storage issues. Plus, supporting Wi-Fi networks, this 32 GB tablet PC allows you to surf the Web and download videos and games at lightning-fast speed. What’s more, with a 5 MP rear camera, this Apple iPad enables you to capture stunning, high-quality images with amazing clarity.",Wi-Fi,iPad 4th Generation,White,9.7in (24.64cm),,iOS,,UP to 10hr.,,Good Condition!! Minor Scratches on the top and bottom Bezel!,1.2 Channel Megapixel,Microphone,Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,10/23/2012,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A6X,,,Integrated Wireless LAN,,,,,,,,,,,,,,,,,,,,,,
136,http://www.ebay.com/itm/Microsoft-Surface-RT-with-Touch-Cover-32GB-Wi-Fi-10-6in-Dark-Titanium-with/132349008357?epid=129520553&hash=item1ed09d99e5%3Ag%3AseQAAOSwOudZ0XpS,$80.00,"Microsoft Surface RT with Touch Cover 32GB, Wi-Fi, 10.6in - Dark Titanium (with…",https://i.ebayimg.com/images/g/seQAAOSwOudZ0XpS/s-l300.jpg,Used,Microsoft,0885370449075,9HR-00001,,"Micro-USB, Wi-Fi",Dark Titanium,Tablet,NVIDIA,1366 x 768,,10.6in.,2 ChannelGB,Quad Core,"microSD, microSDXC",2GB,Micro-SD,"Micro-USB, Wi-Fi",6.8in (0.37cm),Wi-Fi,10.81in (10.81cm),Not Applicable,0.4in (6.77cm),32GB,1.5lb. (0.68kg),,"Built-In Front Camera, Built-In Rear Camera, Speakerphone","With an integrated memory of 32 GB the Microsoft Surface RT makes storing user data and downloaded content easy. Running on Windows RT operating system, this Microsoft tablet offers a variety of handy features, as well as Wi-Fi connectivity. Additionally, this Microsoft Surface weighs 1.5lb (0.68 kg) and comes in dark titanium color with 10.6in (26.92 cm) display, ensuring convenient usage and menu navigation.",RT with Touch Cover,,Silver,10.6in (26.92cm),,Windows RT,,UP to 8hr.,Yes,,,,,,PC,HD LCD,,"Camera, Touch-Screen",,,,Multi-Touch,Core i5,DDR3 SDRAM,2 ChannelGB,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,Intel HD Graphics 4000,,,,,
137,http://www.ebay.com/itm/Apple-iPad-5th-Generation-Unknown-GB-Wi-Fi-9-7Inch-Gold-Locked/132349060963?epid=235221547&hash=item1ed09e6763%3Ag%3ANSQAAOSwx6FZqkxc,$149.99,"Apple iPad 5th Generation Unknown GB, Wi-Fi , 9.7Inch - Gold (Locked)",https://i.ebayimg.com/images/g/NSQAAOSwx6FZqkxc/s-l300.jpg,For parts or not working,Apple,,MPGT2LL/A,,"Bluetooth, USB, Wi-Fi",Gold,Tablet,ARM,2048 x 1536,8 Megapixel,9.7in.,,Dual Core,,,,"Bluetooth, USB, Wi-Fi",,Wi-Fi,,Not Applicable,,32GB,1.03lb. (0.46kg),,,"Offering a host of features with an eye-catching design, the Apple iPad 32 GB tablet PC in Gold certainly packs a punch. Powered by the 1.4 GHz Apple A6X Prozessor and running on iOS 10, this iPad adapts to your needs with maximum performance, enhanced battery life, and an unparalleled visual experience. Moreover, the 9.7-inch LED-backlit Multi-Touch screen with IPS technology delivers razor-sharp images and videos with vibrant colors and rich detail. With a 32 GB memory capacity, the Apple iPad lets you save all your multimedia files. Plus, the tablet supports Wi-Fi and allows you to surf the Web and download videos and games at lightning-fast speed. What’s more, the 8 MP camera enables you to capture stunning, high-quality images with amazing clarity.",Wi-Fi,,Gold,9.7in (24.64cm),,iOS,,UP to 10hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,http://www.ebay.com/itm/Samsung-Galaxy-tab-2-7-0-Verizon-used/132349147766?hash=item1ed09fba76%3Ag%3AYzsAAOSwXedZ0nxf,$44.95,Samsung Galaxy tab 2 7.0 Verizon *used*,https://i.ebayimg.com/images/g/YzsAAOSwXedZ0nxf/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,http://www.ebay.com/itm/Apple-iPad-2-16GB-A1395-As-Is-Condition-Display-not-working/132349158870?hash=item1ed09fe5d6%3Ag%3A7w8AAOSwuk1Z0oF3,$10.68,"Apple iPad 2, 16GB A1395 *As-Is Condition* (Display not working)",https://i.ebayimg.com/images/g/7w8AAOSwuk1Z0oF3/s-l300.jpg,For parts or not working,Apple,,,,,,Tablet,,,,9.7in.,,,,,,,,,,,,16GB,,,,,,ipad 2,Silver,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,http://www.ebay.com/itm/Digiland-DL701Q-7-8-GB-WiFi-Bluetooth-Black-Tablet-AS-IS/132349159718?epid=2254616308&hash=item1ed09fe926%3Ag%3AzhUAAOSw9L1ZqvQN,$8.00,"Digiland (DL701Q) 7"", 8 GB, WiFi, Bluetooth, Black, Tablet AS IS",https://i.ebayimg.com/images/g/zhUAAOSw9L1ZqvQN/s-l300.jpg,For parts or not working,DigiLand,,DL718M,,"Bluetooth, Wi-Fi, USB",,Tablet,,,,7in.,,,,,,,,Wi-Fi,,Not Applicable,,8GB,,,,,,,Black,,Not Applicable,Android 5.0.X Lollipop,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Integrated Speakers, Touch Screen, Web Browser",,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,http://www.ebay.com/itm/Trio-Stealth-G2-7-Black-Tablet-8GB-AS-IS/132349166892?epid=1803975659&hash=item1ed0a0052c%3Ag%3AgeMAAOSwGn5ZqvUP,$10.70,"Trio Stealth G2 7"" Black Tablet 8GB -AS IS",https://i.ebayimg.com/images/g/geMAAOSwGn5ZqvUP/s-l300.jpg,For parts or not working,,,,,,,Tablet,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,http://www.ebay.com/itm/Samsung-Galaxy-Tab-2-7-0-8GB/132349188437?hash=item1ed0a05955%3Ag%3AKocAAOSw7RdZ0ojf,$49.95,Samsung Galaxy Tab 2 7.0. 8GB,https://i.ebayimg.com/images/g/KocAAOSw7RdZ0ojf/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-SM-T587-Tablet/132349204939?epid=565937147&hash=item1ed0a099cb%3Ag%3A0AUAAOSwRypZjlCW,$189.99,Samsung Galaxy Tab A SM-T587 Tablet ,https://i.ebayimg.com/images/g/0AUAAOSwRypZjlCW/s-l300.jpg,Used,Samsung,887276183053,SM-T587PZKASPR,,,,Tablet,,,,,,,,,,,,,,,,,,,,,,Galaxy Tab,,,,,,,,"Open Box - Not used , Looks New",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,http://www.ebay.com/itm/MINT-Amazon-Kindle-E-reader-6-Glare-Free-Touchscreen-Display-Wi-Fi-WP63GW/132349219567?epid=1163365095&hash=item1ed0a0d2ef%3Ag%3AG48AAOSwhlZZ0pLh,$69.00,"MINT-Amazon Kindle E-reader, 6"" Glare-Free Touchscreen Display, Wi-Fi - WP63GW",https://i.ebayimg.com/images/g/G48AAOSwhlZZ0pLh/s-l300.jpg,Used,Amazon,,WP63GW,,Micro-USB,,eBook Reader,,,,6in.,,,,,,Wi-Fi,,Wi-Fi,,,,4GB,,,,,,Kindle 7,Black,,,,Touchscreen,,,,,,,,,,,Touch-Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
