,ItemLink,Price,Name,Image,Condition,Seller Notes,MPN,UPC,Type,Processor Speed,Brand,Memory,Model,Hard Drive Capacity,Product Line,Graphics Processing Type,Operating System Edition,Storage Type,Operating System,Color,Screen Size,Hardware Connectivity,Processor Type,Optical Drive,Bluetooth,HDMI,Height,Input Voltage,Depth,Keyboard Localization,Display Screen Type,Manufacturer,Ethernet Technology,Flash Memory Capacity,Network (RJ-45),Front Camera/Webcam,Number of Batteries,Front Camera/Webcam Resolution,Number of Cells,Graphics Controller Manufacturer,Number of USB 3.0 Ports,Graphics Controller Model,Graphics Memory Accessibility,Graphics Memory Technology,Country of Origin,Display Screen Technology,Memory Technology,Energy Star,Environmental Certification,Number of USB 3.1 Ports,Environmentally Friendly,Operating System Architecture,Operating System Platform,Maximum Battery Run Time,DisplayPort,Finger Print Reader,Graphics Memory Capacity,Focus Modes,Cellular Data Connectivity Technology,Cellular Generation,Internet Connectivity,Resolution,RAM,Storage Capacity,Additional Ports,Optical Drive Type,Bit Rate,Primary Graphics Card,Keyboard Language,USB Ports,Wifi,Features,Country/Region of Manufacture,Release Year,SSD Capacity,Bundle Listing,Near Field Communication,Touch Screen,CD/DVD Drive,Processor Core,Processor Manufacturer,Processor Model,Original Charger,3G Sim Card slot,BlueTooth,WWAN Compatible,Integrated Webcam,Display Adapters,Screen Resolution,On-Site Warranry,Manufacturer warranty,EAN,ISBN,Item Condition,Storage capacity,Keyboard Type,Touch Screen Function,WWAN,WiFi,Serial Number,Manufacturer Warranty,OS Installed,Wireless Card,Mpn,Marque,Additional Features,Recovery Partition,SKU,Product Type,Total Number of USB Ports,Processor Generation,Standard Memory,Solid State Drive Capacity,Product Family,Wireless LAN,Weight (Approximate),Product Series,Brand Name,caractéristiques,Numéro de pièce fabricant,Colour,Memory (RAM),Laptop Size,Supplémentaires caractéristiques,Dimension disque dur,Modèle processeur,Dimensions de l'écran,Mémoire (RAM),Marque processeur,Garantie,Fonctionnalité Additionelle,Neuf/Usagé,Conditions,Vitesse du processeur,Lecteur et/ou graveur,RAM Technology,CPU,Display resolution,Hard Drive 1,RAM Capacity,OS,RAM 6GB,Core,Screen resolution,Screen size,CPU Series,Single camera,Graphics Card Frequency,Graphics Chipset,WIFI 802.11b/g/n/ac,Hard Disk Memory,Form Factor,Battery Chemistry,Battery Capacity,Flash Memory,Maximum Power Supply Wattage,Backlight Technology,Number of Battery Cells,Primary Drive,Processor Configuration,Caractéristiques Additionelle,Series,Lenovo charger included,3G Sim Card Slot,WWAN compatible,Microsoft Office 2013 Pro,ISKU,Country of Manufacture,Warranty,Graphics Card,Mini DisplayPort,Hard Drive Caddy,AC Adapter,Battery,Hard Drive,RAM memory,Processor,Character,Size,Recommended Ages,Graphics Type,OS DOS,RAM 4GB,Screen type,Battery Type,CPU Intel Celeron J1900,Standby time,Display Ratio,Bandwidth,Support standard,Frequency,Mémoire RAM,Taille de l'écran,Capacité de stockage,Type de processeur,Système d'exploitation,Fast Fulfillment,Stock ID,Memory Card Supported,Aspect Ratio,Memory Card Reader,Technology,RF connector,DUAL-510 input I/F,battey,Media Drive,Hybrid Hard Drive Capacity,Size Type,Graphic Card,Wireless,Warranty - Parts,Warranty - Labor,Product Model,Flash,Gateway Tablet PC,Graphic Processor,Memory RAM,Charger,Screen Resolutions,Wireless Type,Average Battery Life (in hours),Item Weight,Processor Count,Flash Memory Size,Graphics Coprocessor,Card Description,Touchscreen,Storage Caopacity,Controller Platform,WWAN Supported,Wireless LAN Standard,
159,http://www.ebay.com/itm/HP-ProBook-6450b-14-Laptop-2-67GHz-Core-i5-2GB-DDR3-B-Grade-no-caddy/382244721570?hash=item58ff8f93a2%3Ag%3ATVAAAOSwq39ZuYwa,$62.09,"HP ProBook 6450b 14"" Laptop 2.67GHz Core i5 2GB DDR3 (B-Grade no caddy) ",https://i.ebayimg.com/images/g/TVAAAOSwq39ZuYwa/s-l300.jpg,Used,This laptop is used and is in good working order. There may be some scuffs and scratches throughout the casing with minor discoloration, cracks and dents. The screen does not have scratches, burns, blurriness, lines or shadows. The battery is included but the remaining life/quality of charge is not guaranteed. This laptop does have a valid Windows COA. This system does NOT include AC power adapter, hard drive, hard drive caddy, or any other accessories.,6450b,Does Not Apply,Notebook/Laptop,2.67GHz,HP,2GB,6450b,Not Included,ProBook,,,,Not Included,,"14""",,Intel Core i5 1st Gen.,DVD+RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Included,Not Included,Included,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,http://www.ebay.com/itm/Samsung-Chromebook-3-11-6-Black-16GB-2GB-N3050-XE500C13-K01US-NNB/112380476841?hash=item1a2a65fda9%3Ag%3A1HMAAOSwkShY-6VU,$149.99,"Samsung Chromebook 3 11.6"" Black 16GB 2GB N3050 XE500C13-K01US NNB",http://pictures1.kyozou.com/pictures/_31/30278/30277765.jpg,New other (see details),New Brown Box,XE500C13-K01US,Does not apply,,,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,http://www.ebay.com/itm/Dell-Chromebook-3189-Touch-2NN30/112510072390?hash=item1a321f7646%3Ag%3ADFoAAOSwlhpZhMiF,$329.99,Dell Chromebook 3189 Touch 2NN30,https://i.ebayimg.com/images/g/DFoAAOSwlhpZhMiF/s-l300.jpg,New other (see details),New Open Box,2NN30,Does not apply,,,Dell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,http://www.ebay.com/itm/HP-ProBook-6560b-15-6-Laptop-Notebook-2-10GHZ-Core-i3-2GB-DDR3-DVDRW-B-Grade/132353681669?hash=item1ed0e4e905%3Ag%3AiS4AAOSw1KNZ13%7E5,$67.99,"HP ProBook 6560b 15.6"" Laptop/Notebook 2.10GHZ Core i3 2GB DDR3 DVDRW (B-Grade)",https://i.ebayimg.com/images/g/iS4AAOSw1KNZ13~5/s-l300.jpg,Used,This laptop is used and is in good working order. There may be some scuffs and scratches throughout the casing with minor discoloration, cracks and dents. The screen does not have scratches, burns, blurriness, lines or shadows. The battery is included but the remaining life/quality of charge is not guaranteed. This laptop does have a valid Windows COA. This system does NOT include AC power adapter, hard drive, or any other accessories.,6560b,Does Not Apply,Notebook/Laptop,2.10GHz,HP,2GB,6560b,Not Included,ProBook,,,,Not Included,,"15.6""",,Intel Core i3 2nd Gen.,DVD+RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,Not Included,Included,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,http://www.ebay.com/itm/HP-ProBook-6570b-15-6-Laptop-Notebook-2-80GHZ-Core-i5-2GB-DDR3-DVDRW-C-Grade/372096394172?epid=1124583679&hash=item56a2ac63bc%3Ag%3AaEQAAOSwEWJZ1jN3,$89.99,"HP ProBook 6570b 15.6"" Laptop/Notebook 2.80GHZ Core i5 2GB DDR3 DVDRW (C-Grade)",https://i.ebayimg.com/images/g/aEQAAOSwEWJZ1jN3/s-l300.jpg,Used,This laptop is used and is in good working order. There are some scuffs and scratches throughout the casing with discoloration, cracks and dents. The screen may have minor scratches, burns, blurriness, lines or shadows. The battery is included but the remaining life/quality of charge is not guaranteed. This laptop may not have a valid Windows COA. This system does NOT include AC power adapter, hard drive, or any other accessories.,6570b,Does Not Apply,Notebook/Laptop,2.80GHz,HP,2GB,6570b,Not Included,ProBook,,,,Not Included,,"15.6""",,Intel Core i5 3rd Gen.,DVD+RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,Not Included,Included,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,http://www.ebay.com/itm/Fujitsu-LifeBook-T900-13-Laptop-Tablet-2-40GHZ-Core-i5-2GB-DDR3-C-Grade/372097266612?hash=item56a2b9b3b4%3Ag%3AbLAAAOSwGx1Z1371,$44.99,"Fujitsu LifeBook T900 13"" Laptop/Tablet 2.40GHZ Core i5 2GB DDR3 (C-Grade)",https://i.ebayimg.com/images/g/bLAAAOSwGx1Z1371/s-l300.jpg,Used,This laptop is used and is in good working order. There are some scuffs and scratches throughout the casing with discoloration, cracks and dents. The screen may have minor scratches, burns, blurriness, lines or shadows. The battery is included but the remaining life/quality of charge is not guaranteed. This laptop may not have a valid Windows COA. This system does NOT include AC power adapter, hard drive, or any other accessories.,T900,Does Not Apply,Convertible 2-in-1 Laptop/Tablet,2.40GHz,Fujitsu,2GB,T900,Not Included,Lifebook,,,,Not Included,,"13""",,Intel Core i5 1st Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,Not Included,Included,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,http://www.ebay.com/itm/HP-Compaq-nc6400-14-Laptop-Notebook-2-17GHz-Core-2-Duo-1GB-DDR2-DVDRW-B-Grade/382243976838?hash=item58ff843686%3Ag%3AHc0AAOSwyttZ1jxB,$37.99,"HP Compaq nc6400 14"" Laptop/Notebook 2.17GHz Core 2 Duo 1GB DDR2 DVDRW (B-Grade)",https://i.ebayimg.com/images/g/Hc0AAOSwyttZ1jxB/s-l300.jpg,Used,This laptop is used and is in good working order. There may be some scuffs and scratches throughout the casing with minor discoloration, cracks and dents. The screen does not have scratches, burns, blurriness, lines or shadows. The battery is included but the remaining life/quality of charge is not guaranteed. This laptop does have a valid Windows COA. This system does NOT include AC power adapter, hard drive, or any other accessories.,nc6400,Does Not Apply,Notebook/Laptop,2.17GHz,HP,1GB,nc6400,Not Included,Compaq,,,,Not Included,,"14""",,Intel Core 2 Duo,DVD+RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,Not Included,Included,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,http://www.ebay.com/itm/AST-Bravo-NB-4-25s-ColorPlus-VGA-173W-Vintage-Notebook-Intel-CPU-4MB-501249-107/282581718377?epid=5006041765&hash=item41cb2ed569%3Ag%3AclIAAOSwcUBYRVA7,$200.69,AST Bravo NB 4/25s ColorPlus VGA 173W Vintage Notebook Intel CPU 4MB 501249-107,https://i.ebayimg.com/images/g/clIAAOSwcUBYRVA7/s-l300.jpg,Used,,501249-107,Does not apply,,,BRANCH,,173W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4060787263919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bravo NB 4/25s ColorPlus,,,,,,,,,,,,,170 MB,4 MB,Intel CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,http://www.ebay.com/itm/New-ASUS-Transformer-2-in-1-touchscreen-4GB-RAM-64GB-eMMC-Bluetooth-Win-10-Pen/232408256182?epid=2116453548&hash=item361c9c8eb6%3Ag%3ATWoAAOSwf%7E9ZZ7PQ,$299.00,New ASUS Transformer 2-in-1 touchscreen 4GB RAM 64GB eMMC Bluetooth Win 10 + Pen,https://i.ebayimg.com/images/g/TWoAAOSwf~9ZZ7PQ/s-l300.jpg,New,,T102HA-C4-GR,889349502280,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,http://www.ebay.com/itm/PORTABLE-HP-8440P-AVEC-CARTE-VIDEO-DEDIE-NVIDIA-WIFI-WEBCAM-RAM-4-GB/282412959783?hash=item41c11fc827%3Ag%3AUxQAAOSw4shX2ABP,$266.40,PORTABLE HP 8440P AVEC CARTE VIDÉO DÉDIÉ NVIDIA, WIFI, WEBCAM, RAM 4 GB,https://i.ebayimg.com/images/g/UxQAAOSw4shX2ABP/s-l300.jpg,Seller refurbished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,,,,,,,,,,,,,,Bluetooth,,,,,CADEAUX : PSU & BATTERIE,250 GB,i5,"14,1"" Écran Large",4 GB,Intel,GARANTI 90 JOURS - FACTURABLE,Sans fil intégré/BLUETOOTH,D'occasion/Remis à neuf,révisé/Prêt all'uso avec programmes,,DVD+/-RW double couche,,,,,,,,,,,,,,,,,,,,,,,,,,PROCESSEUR : i5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,http://www.ebay.com/itm/Lenovo-Thinkpad-L440-CORE-i5-4200M-4GB-RAM-500GB-HDD-Windows-10-Pro-64-Bit/122741736283?hash=item1c93fa435b%3Ag%3AWWYAAOSwC%7EdZ17FH,$312.07,Lenovo Thinkpad L440 CORE i5-4200M, 4GB RAM, 500GB HDD, Windows 10 Pro 64-Bit,https://i.ebayimg.com/images/g/WWYAAOSwC~dZ17FH/s-l300.jpg,Used,Very reliable and tough machine, carefully used and in very good condition, Core i5 with 4th. Generation Processor. Please read full description and see all attached pictures for ports and specs and body condition etc.,Does Not Apply,,Notebook//Laptop,@2.50GHz,Lenovo,4GB DDR3,Machine Type 20ASA02800,500GB HDD,ThinkPad L440,Integrated/On-Board Graphics,Professional,HDD (Hard Disk Drive),Windows 10 Pro 64-Bit,,"14"" (Resolution 1366 x 768)",,Intel Core i5-4200M CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,01/2014,,,,,,,,,,,Yes,,Yes,,,,1 year,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes (Pre-installed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,http://www.ebay.com/itm/Lenovo-Ideapad-700-15ISK-i7-6700HQ-16GB-RAM-1TB-HDD-256GB-SSD-M2-NVIDIA-GTX950M/162697538812?hash=item25e1876cfc%3Ag%3A%7EY0AAOSwux5YWzWJ,$1,25,Lenovo Ideapad 700-15ISK i7-6700HQ 16GB RAM 1TB-HDD+256GB-SSD-M2 NVIDIA GTX950M,https://i.ebayimg.com/images/g/~Y0AAOSwux5YWzWJ/s-l300.jpg,New other (see details),Brand new OPEN box unit with distressed packaging from storage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,http://www.ebay.com/itm/Apple-Macbook-Pro-13-Early-2015-Intel-Core-i5-2x2-70-GHz-13-3-Inch-8-GB-8-8-oz/202059825165?hash=item2f0bb4400d%3Ag%3AeaYAAOSwjTlZiFBu,$1,246.59,Apple Macbook Pro 13 Early 2015,Intel Core i5 2x2.70 GHz,13.3 Inch,8 GB,8.8 oz,https://i.ebayimg.com/images/g/eaYAAOSwjTlZiFBu/s-l300.jpg,Seller refurbished,,Does Not Apply,Does not apply,,,Apple,,,,,,,,MacOSX,,,,,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260533957103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR3,Intel 5257U Core i5 2x2,70 GHz,2560 x 1600 WQXGA,250 GB SSD,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,http://www.ebay.com/itm/NEW-HP-Pavilion-x2-Detachable-Laptop-10-1-Inch-Touchscreen-2GB-32GB-Bluetooth/232209823987?epid=2106120922&hash=item3610c8b8f3%3Ag%3AlCkAAOSw241Yfwzd,$279.99,NEW HP Pavilion x2 Detachable Laptop 10.1 Inch Touchscreen 2GB 32GB Bluetooth,https://i.ebayimg.com/images/g/lCkAAOSw241Yfwzd/s-l300.jpg,New,,Does Not Apply,190780549650,,1.44 GHz,HP,2GB,,32GB,,,,eMMC,Windows 10,,10.1in.,,X5-Z8350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,http://www.ebay.com/itm/Dell-i5555-0007PRP-Notebook-15-6-in-A6-7310-4GB-1TB-Radeon-R4-Graphics-Win-10/263219237219?epid=2105072232&hash=item3d4916d163%3Ag%3ATlkAAOSwnwZZwoCV,$269.99,Dell i5555-0007PRP Notebook 15.6-in A6-7310 4GB 1TB Radeon R4 Graphics Win 10 ,https://i.ebayimg.com/images/g/TlkAAOSwnwZZwoCV/s-l300.jpg,Used,Perfect cosmetic and working condition. Does not show any handling. Includes original packaging and accessories.,i5555-0007PRP,884116217374,Notebook,2.00GHz,Dell,4GB,,1TB,,,,HDD (Hard Disk Drive),Windows 10,Purple,15.6in.,,AMD A6 Quad-Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Built-in Webcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,http://www.ebay.com/itm/BOSTON-ACOUSTICS-BRAVO-20-HIGH-PERFORMANCE-WHITE-LOUDSPEAKER-BRAVO20W/322641494071?epid=1040512185&hash=item4b1eee8037%3Ag%3A0YEAAOSw20JZia8b,$163.99,BOSTON ACOUSTICS BRAVO 20 HIGH PERFORMANCE WHITE LOUDSPEAKER BRAVO20W,https://i.ebayimg.com/images/g/0YEAAOSw20JZia8b/s-l300.jpg,New other (see details),This speaker is new in open box and will come with instructions as pictured. We guarantee it not DOA!,BRAVO20W,Does Not Apply,,,BOSTON ACOUSTICS,,BRAVO20W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,http://www.ebay.com/itm/HP-Compaq-Presario-CQ57-Notebook-1-00GHz-AMD-C-50-2GB-RAM-120GB-HDD-Win10/122739416617?epid=118382799&hash=item1c93d6de29%3Ag%3AxE4AAOSwna1Z1TZw,$78.19,HP Compaq Presario CQ57 Notebook, 1.00GHz AMD C-50, 2GB RAM, 120GB HDD, Win10,https://i.ebayimg.com/images/g/xE4AAOSwna1Z1TZw/s-l300.jpg,Used,This laptop has been cleaned, tested & inspected.  It is found to be in good working order and in overall good condition, please see images for exact condition, it does have some scuffs & dings but is in overall acceptable shape for a computer of this age.  This computer comes with a 120 GB HDD and a fresh, activated installation of Windows 10. There is no AC adapter included. Battery is untested and comes as-is.,CQ57,689192562246,Notebook,1.00GHz,Compaq,2GB,CQ57,120GB,Presario,,Professional,HDD (Hard Disk Drive),Windows 10,,15.6in.,,AMD C-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,http://www.ebay.com/itm/10-1-inch-Android-laptop-VIA-8880-1-5GHz-notebook-1GB-RAM-WIFI-Mouse-Bag-Gift/252169664595?hash=item3ab67bb853%3Am%3Am8ksKvIUEr_xZJ4EFh5Rw7Q&var=,$80.99 to $86.99,10.1 inch Android laptop  VIA 8880 1.5GHz  notebook 1GB RAM WIFI+ Mouse+Bag Gift,https://i.ebayimg.com/images/g/TGMAAOSwYHxWKSCV/s-l300.jpg,New,,Does Not Apply,,,,Unbranded/Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,http://www.ebay.com/itm/NEW-ACER-SP113-31-P0Y1-Nx-GL7AA-001-Acer-Spin-13-3-Touchscreen-LCD-Notebook/152730740677?epid=2121592004&hash=item238f7627c5%3Ag%3AYt4AAOSw%7EoFZ1jIK,$474.59,"NEW ACER SP113-31-P0Y1 Nx.GL7AA.001 Acer Spin 13.3"" Touchscreen LCD Notebook -",https://i.ebayimg.com/images/g/Yt4AAOSw~oFZ1jIK/s-l300.png,New,,NX.GL7AA.001,888863987627,Convertible 2-in-1 Laptop/Tablet,2.50GHz,Acer,4GB,,128GB,,Integrated/On-Board Graphics,,,Windows 10,Blue,13.3in.,,Intel Celeron N,,Yes,Yes,"0.8""",,"9""",,LCD,Acer, Inc,,,,Yes,,,4-cell,Intel,1,HD Graphics 505,Shared,DDR3L SDRAM,,In-plane Switching (IPS) Technology,DDR3L SDRAM,,,,,64-bit,Windows,10 Hour,,No,,,,,,,,,,No,,,,,,,,2017,,,,,,Quad-core (4 Core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,http://www.ebay.com/itm/Todhiba-T3400CT-250-SYSTEM-UNIT-PA1121E-YXT-Vintage-Laptop-Made-in-Japan/181859951078?hash=item2a57b2a1e6%3Ag%3APTAAAOSwDNdV7CCZ,$77.58,Todhiba T3400CT/250 SYSTEM UNIT PA1121E YXT  Vintage Laptop Made in Japan !,https://i.ebayimg.com/images/g/PTAAAOSwDNdV7CCZ/s-l300.jpg,Used,NOT TESTED BECAUSE I DON'T HAVE THAT KIND OF ADAPTER PLUG ! SELL AS IS !,Todhiba T3400CT/250 SYSTEM UNIT PA1121E YXT,,Notebook,,Todhiba T3400CT/250 SYSTEM UNIT PA1121E YXT,,Todhiba T3400CT/250 SYSTEM UNIT PA1121E YXT,,Todhiba T3400CT/250 SYSTEM UNIT PA1121E YXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan, Province of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,http://www.ebay.com/itm/New-ASUS-2-in-1-13-3-Touchscreen-i5-7200U-6GB-RAM-1TB-HDD-Graphics-520-WIn-10/322588869472?hash=item4b1bcb8360%3Ag%3A1%7EoAAOSwQ59ZZa-V,$519.00,New ASUS 2-in-1 13.3'' Touchscreen  i5-7200U 6GB RAM 1TB HDD Graphics 520 WIn 10,https://i.ebayimg.com/images/g/1~oAAOSwQ59ZZa-V/s-l300.jpg,New,,Q304UA-BHI5T11,889349488430,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
